state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
AZ,Graham,04009,"20,617","20,775",59%,100%,100%,100%,64%,100%,58%,3%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
AZ,Greenlee,04011,"5,994","6,057",44%,100%,100%,100%,3%,100%,45%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,97%,100%,97%,100%,100%,100%
AZ,La Paz,04012,"19,269","19,300",32%,100%,100%,100%,16%,100%,33%,1%,11%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,89%,100%,100%,100%
AZ,Maricopa,04013,"2,212,869","2,236,213",92%,100%,100%,100%,93%,100%,90%,0%,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AZ,Mohave,04015,"157,934","159,445",79%,100%,100%,100%,30%,100%,78%,4%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
AZ,Navajo,04017,"86,659","87,321",51%,100%,100%,100%,25%,100%,51%,1%,7%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
AZ,Pima,04019,"565,033","565,912",91%,100%,100%,100%,92%,100%,79%,0%,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AZ,Pinal,04021,"247,402","249,721",87%,100%,100%,100%,88%,100%,86%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
AZ,Santa Cruz,04023,"26,498","26,841",70%,100%,100%,100%,36%,100%,50%,0%,19%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,89%,100%,100%,100%
AZ,Yavapai,04025,"180,986","184,076",75%,100%,100%,100%,49%,100%,71%,1%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,94%,100%,100%,100%
AZ,Yuma,04027,"122,264","123,220",73%,100%,100%,100%,74%,100%,70%,2%,20%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
AR,Arkansas,05001,"13,365","13,537",72%,100%,100%,100%,47%,100%,71%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Ashley,05003,"15,341","16,083",68%,100%,100%,100%,18%,100%,51%,10%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Baxter,05005,"32,981","33,454",75%,100%,100%,100%,7%,100%,58%,8%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
AR,Benton,05007,"170,008","170,664",83%,100%,100%,100%,44%,100%,86%,1%,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Boone,05009,"25,341","26,131",72%,100%,100%,100%,19%,100%,69%,8%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,89%,100%,100%,100%
AR,Bradley,05011,"8,080","8,410",69%,100%,100%,100%,18%,100%,57%,14%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Calhoun,05013,"4,146","4,284",53%,100%,100%,100%,18%,100%,27%,1%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
AR,Carroll,05015,"20,626","21,254",76%,100%,100%,100%,8%,100%,42%,6%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Chicot,05017,"9,200","9,371",68%,100%,100%,100%,34%,100%,64%,4%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Clark,05019,"18,454","18,619",62%,100%,100%,100%,17%,100%,62%,6%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Clay,05021,"11,944","12,033",67%,100%,100%,100%,32%,100%,51%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Cleburne,05023,"21,905","22,787",76%,100%,100%,100%,9%,100%,77%,7%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Cleveland,05025,"5,714","5,865",42%,100%,100%,100%,2%,100%,46%,10%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Columbia,05027,"17,179","17,445",50%,100%,100%,100%,26%,100%,19%,6%,11%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,95%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Conway,05029,"15,024","15,261",75%,100%,100%,100%,15%,100%,65%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Craighead,05031,"73,739","74,478",75%,100%,100%,100%,18%,100%,68%,1%,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,96%,100%,94%,100%,100%,100%
AR,Crawford,05033,"38,952","39,371",76%,100%,100%,100%,18%,100%,74%,2%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AR,Crittenden,05035,"32,412","32,737",70%,100%,100%,100%,25%,100%,75%,1%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
AR,Cross,05037,"12,131","12,268",71%,100%,100%,100%,1%,100%,41%,24%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Dallas,05039,"6,243","6,473",57%,100%,100%,100%,26%,100%,41%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Desha,05041,"10,216","10,285",44%,100%,100%,100%,22%,100%,58%,7%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Drew,05043,"14,404","14,787",58%,100%,100%,100%,23%,100%,57%,13%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,78%,100%,100%,100%
AR,Faulkner,05045,"72,983","74,403",85%,100%,100%,100%,7%,100%,84%,3%,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
AR,Franklin,05047,"12,348","12,830",69%,100%,100%,100%,28%,100%,64%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Fulton,05049,"9,835","9,879",37%,100%,100%,100%,6%,100%,57%,11%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
AR,Garland,05051,"78,861","79,199",83%,100%,100%,100%,5%,100%,86%,0%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
AR,Grant,05053,"11,775","12,068",78%,100%,100%,100%,17%,100%,36%,14%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Greene,05055,"24,706","25,210",87%,100%,100%,100%,29%,100%,74%,6%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AR,Hempstead,05057,"15,171","15,343",73%,100%,100%,100%,27%,100%,42%,16%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Hot Spring,05059,"21,060","21,256",78%,100%,100%,100%,9%,100%,73%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Howard,05061,"9,686","9,843",70%,100%,100%,100%,23%,100%,64%,11%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Independence,05063,"24,688","24,991",76%,100%,100%,100%,13%,100%,80%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
AR,Izard,05065,"10,891","11,067",57%,100%,100%,100%,13%,100%,65%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
AR,Jackson,05067,"13,148","13,367",60%,100%,100%,100%,5%,100%,42%,10%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Jefferson,05069,"47,500","48,877",78%,100%,100%,100%,38%,100%,80%,2%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,90%,100%,100%,100%
AR,Johnson,05071,"16,698","16,965",70%,100%,100%,100%,18%,100%,38%,1%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Lafayette,05073,"6,552","6,745",64%,100%,100%,100%,10%,100%,33%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Lawrence,05075,"11,395","11,416",9%,100%,100%,100%,28%,100%,44%,2%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
AR,Lee,05077,"7,445","7,568",50%,100%,100%,100%,13%,100%,37%,11%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Lincoln,05079,"7,354","7,676",61%,100%,100%,100%,12%,100%,59%,13%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Little River,05081,"9,734","10,022",67%,100%,100%,100%,20%,100%,40%,7%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Logan,05083,"16,253","16,953",73%,100%,100%,100%,38%,100%,65%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Lonoke,05085,"40,596","41,567",75%,100%,100%,100%,14%,100%,77%,5%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
AR,Madison,05087,"11,797","12,525",74%,100%,100%,100%,4%,100%,14%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Marion,05089,"14,160","14,584",40%,100%,100%,100%,7%,100%,33%,6%,3%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Miller,05091,"24,488","25,023",90%,100%,100%,100%,15%,100%,72%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Mississippi,05093,"34,249","34,912",67%,100%,100%,100%,42%,100%,56%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
AR,Monroe,05095,"7,018","7,050",62%,100%,100%,100%,32%,100%,60%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Montgomery,05097,"7,858","7,950",61%,100%,100%,100%,5%,100%,52%,11%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
AR,Nevada,05099,"6,836","6,968",74%,100%,100%,100%,19%,100%,33%,19%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Newton,05101,"5,948","6,006",37%,100%,100%,100%,1%,100%,14%,3%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
AR,Ouachita,05103,"17,793","17,865",42%,100%,100%,100%,8%,100%,51%,12%,6%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Perry,05105,"8,608","8,711",65%,100%,100%,100%,7%,100%,54%,9%,2%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Phillips,05107,"16,708","17,001",51%,100%,100%,100%,12%,100%,23%,3%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Pike,05109,"9,636","9,836",59%,100%,100%,100%,10%,100%,45%,16%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Poinsett,05111,"17,952","18,364",53%,100%,100%,100%,10%,100%,61%,5%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Polk,05113,"16,404","16,732",73%,100%,100%,100%,1%,100%,41%,21%,9%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,94%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Pope,05115,"40,382","41,053",71%,100%,100%,100%,36%,100%,76%,5%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,88%,100%,100%,100%
AR,Prairie,05117,"7,336","7,483",49%,100%,100%,100%,13%,100%,41%,12%,3%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Pulaski,05119,"265,164","267,325",86%,100%,100%,100%,17%,100%,87%,0%,28%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
AR,Randolph,05121,"13,208","13,476",75%,100%,100%,100%,8%,100%,64%,9%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,St. Francis,05123,"17,857","18,003",54%,100%,100%,100%,12%,100%,42%,6%,10%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,88%,100%,100%,100%
AR,Saline,05125,"66,707","67,087",87%,100%,100%,100%,11%,100%,83%,3%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AR,Scott,05127,"8,811","8,946",58%,100%,100%,100%,16%,100%,50%,4%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Searcy,05129,"7,289","7,384",60%,100%,100%,100%,13%,100%,52%,4%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Sebastian,05131,"84,812","85,327",81%,100%,100%,100%,32%,100%,80%,1%,20%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,90%,100%,100%,100%
AR,Sevier,05133,"9,986","10,303",71%,100%,100%,100%,25%,100%,65%,6%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Sharp,05135,"14,666","14,767",65%,100%,100%,100%,10%,100%,61%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
AR,Stone,05137,"10,112","10,192",66%,100%,100%,100%,6%,100%,59%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Union,05139,"29,638","30,016",52%,100%,100%,100%,26%,100%,75%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
AR,Van Buren,05141,"14,697","14,971",68%,100%,100%,100%,1%,100%,56%,16%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Washington,05143,"142,773","143,923",84%,100%,100%,100%,50%,100%,86%,0%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
AR,White,05145,"51,815","52,623",71%,100%,100%,100%,18%,100%,69%,4%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Woodruff,05147,"6,331","6,434",51%,100%,100%,100%,21%,100%,38%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
AR,Yell,05149,"14,327","14,615",56%,100%,100%,100%,22%,100%,53%,2%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Alameda,06001,"737,137","760,802",87%,100%,100%,100%,3%,100%,91%,0%,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
CA,Alpine,06003,"4,107","4,118",9%,100%,100%,100%,0%,100%,11%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Amador,06005,"27,971","28,066",59%,100%,100%,100%,4%,100%,60%,2%,8%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Butte,06007,"132,983","133,321",82%,100%,100%,100%,9%,100%,81%,1%,24%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
CA,Calaveras,06009,"34,160","34,330",56%,100%,100%,100%,3%,100%,58%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Colusa,06011,"11,962","12,022",49%,100%,100%,100%,3%,100%,55%,0%,8%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Contra Costa,06013,"503,955","505,077",86%,100%,100%,100%,4%,100%,89%,0%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
CA,Del Norte,06015,"17,147","17,920",66%,100%,100%,100%,7%,100%,69%,4%,16%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,98%,100%,100%,100%,100%,100%,100%,0%,98%,100%,100%,100%,100%,100%,100%
CA,El Dorado,06017,"115,910","116,359",73%,100%,100%,100%,1%,100%,75%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
CA,Fresno,06019,"399,966","400,922",87%,100%,100%,100%,68%,100%,90%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
CA,Glenn,06021,"15,264","15,862",70%,100%,100%,100%,20%,100%,50%,2%,12%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Humboldt,06023,"88,465","88,634",56%,100%,100%,100%,2%,100%,70%,0%,16%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
CA,Imperial,06025,"80,128","80,443",63%,100%,100%,100%,25%,100%,71%,0%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
CA,Inyo,06027,"13,351","13,561",57%,100%,100%,100%,21%,100%,61%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
CA,Kern,06029,"381,216","382,487",82%,100%,100%,100%,7%,100%,85%,0%,19%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
CA,Kings,06031,"59,458","59,603",83%,100%,100%,100%,30%,100%,86%,0%,17%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
CA,Lake,06033,"52,883","53,020",55%,100%,100%,100%,4%,100%,55%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
CA,Lassen,06035,"18,874","19,035",50%,100%,100%,100%,5%,100%,55%,2%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
