geoid,state,county,city,path,last_refresh,parcels_total,parcels_in_zone,zones_total,distinct_municipalities,last_date_modified,ogc_fid_pct,zoning_id_pct,municipality_id_pct,municipality_name_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_guide_pct,zoning_code_link_pct,permitted_land_uses_pct,land_use_flags_permitted_pct,land_use_flags_conditional_pct,min_lot_area_sq_ft_pct,min_lot_width_ft_pct,max_building_height_ft_pct,max_far_pct,max_coverage_pct_pct,min_front_setback_ft_pct,min_rear_setback_ft_pct,max_impervious_coverage_pct_pct,min_side_setback_ft_pct,min_landscaped_space_pct_pct,min_open_space_pct_pct,max_density_du_per_acre_pct,zoning_data_date_pct,path_pct,centroid_pct
04005,AZ,Coconino,,/us/az/coconino,2024-07-02,"79,334","79,144","6,509",8,2025-03-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,87%,79%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04007,AZ,Gila,,/us/az/gila,2024-02-27,"33,354","32,636",790,6,2025-06-13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,93%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04009,AZ,Graham,,/us/az/graham,2025-04-01,"18,787","17,114",679,3,2025-03-26,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,80%,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04011,AZ,Greenlee,,/us/az/greenlee,2024-03-26,"4,663","3,600",97,2,2025-03-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,55%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04012,AZ,La Paz,,/us/az/la-paz,2025-04-29,"16,146","16,115","2,726",5,2025-03-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,75%,74%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04013,AZ,Maricopa,,/us/az/maricopa,2025-09-30,"1,747,479","1,744,836","39,818",27,2025-09-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04015,AZ,Mohave,,/us/az/mohave,2025-11-11,"266,021","265,340","12,480",6,2025-03-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,96%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04017,AZ,Navajo,,/us/az/navajo,2025-03-18,"86,291","86,193","3,323",8,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,85%,76%,76%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04019,AZ,Pima,,/us/az/pima,2025-09-03,"456,118","455,896","5,824",6,2025-08-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,93%,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04021,AZ,Pinal,,/us/az/pinal,2025-11-11,"281,520","280,690","5,617",13,2025-06-13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,97%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04023,AZ,Santa Cruz,,/us/az/santa-cruz,2025-03-18,"43,190","43,175",635,3,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,90%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04025,AZ,Yavapai,,/us/az/yavapai,2025-09-03,"186,621","185,109","3,893",13,2025-07-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,92%,69%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
04027,AZ,Yuma,,/us/az/yuma,2025-03-18,"95,461","94,676","2,091",5,2025-03-28,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,91%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05001,AR,Arkansas,,/us/ar/arkansas,2024-08-26,"15,992","4,889",53,1,2024-09-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,96%,96%,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05003,AR,Ashley,,/us/ar/ashley,2024-09-10,"18,865",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05005,AR,Baxter,,/us/ar/baxter,2025-10-15,"38,488","8,004",286,2,2024-10-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,94%,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05007,AR,Benton,,/us/ar/benton,2025-02-04,"170,620","168,106","11,926",20,2025-07-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,81%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05009,AR,Boone,,/us/ar/boone,2024-08-26,"28,970","5,972",107,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,96%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05011,AR,Bradley,,/us/ar/bradley,2024-09-10,"12,451",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05013,AR,Calhoun,,/us/ar/calhoun,2024-08-26,"9,834",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05015,AR,Carroll,,/us/ar/carroll,2024-09-10,"25,773","4,723",91,2,2024-10-17,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,98%,51%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05017,AR,Chicot,,/us/ar/chicot,2024-08-26,"10,969",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05019,AR,Clark,,/us/ar/clark,2024-09-10,"20,217","4,312",83,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,94%,93%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05021,AR,Clay,,/us/ar/clay,2024-07-30,"16,223",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05023,AR,Cleburne,,/us/ar/cleburne,2024-09-10,"31,044","4,417",43,1,2024-10-18,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,84%,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05025,AR,Cleveland,,/us/ar/cleveland,2024-08-26,"7,239",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05027,AR,Columbia,,/us/ar/columbia,2024-08-26,"18,164",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05029,AR,Conway,,/us/ar/conway,2024-09-10,"19,329","4,282",124,1,2024-09-30,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,98%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05031,AR,Craighead,,/us/ar/craighead,2024-08-26,"53,856","31,896","2,420",1,2024-01-30,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,41%,41%,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05033,AR,Crawford,,/us/ar/crawford,2024-09-10,"37,585","10,129","1,089",2,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,91%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05035,AR,Crittenden,,/us/ar/crittenden,2024-08-26,"25,104","9,902",98,1,2024-09-23,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,93%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05037,AR,Cross,,/us/ar/cross,2024-09-10,"12,231",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05039,AR,Dallas,,/us/ar/dallas,2024-08-26,"10,911",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05041,AR,Desha,,/us/ar/desha,2024-08-26,"9,715",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05043,AR,Drew,,/us/ar/drew,2024-09-10,"12,826",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05045,AR,Faulkner,,/us/ar/faulkner,2024-08-26,"64,643","27,964","2,093",3,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,84%,83%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05047,AR,Franklin,,/us/ar/franklin,2024-09-10,"15,489",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05049,AR,Fulton,,/us/ar/fulton,2023-07-18,"5,500",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05051,AR,Garland,,/us/ar/garland,2024-09-10,"76,247","20,564",447,1,2024-09-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05053,AR,Grant,,/us/ar/grant,2024-08-26,"15,767",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05055,AR,Greene,,/us/ar/greene,2024-08-26,"27,391","13,567","1,180",1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05057,AR,Hempstead,,/us/ar/hempstead,2024-09-10,"18,902","5,653",200,1,2024-10-11,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,95%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05059,AR,Hot Spring,,/us/ar/hot-spring,2024-09-10,"23,556","5,112",105,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,98%,78%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05061,AR,Howard,,/us/ar/howard,2024-08-26,"10,111",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05063,AR,Independence,,/us/ar/independence,2025-06-24,"30,031","5,602",72,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05065,AR,Izard,,/us/ar/izard,2024-09-10,"29,835",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05067,AR,Jackson,,/us/ar/jackson,2024-09-10,"13,926","1,206",8,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,88%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05069,AR,Jefferson,,/us/ar/jefferson,2024-09-10,"54,823","34,090",458,2,2024-10-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,97%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05071,AR,Johnson,,/us/ar/johnson,2024-08-26,"17,679","3,943",152,1,2024-10-11,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05073,AR,Lafayette,,/us/ar/lafayette,2025-10-15,"11,686",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05075,AR,Lawrence,,/us/ar/lawrence,2024-08-26,"8,259",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05077,AR,Lee,,/us/ar/lee,2024-08-26,"10,185",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05079,AR,Lincoln,,/us/ar/lincoln,2024-09-10,"10,553",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05081,AR,Little River,,/us/ar/little-river,2024-09-10,"14,536",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05083,AR,Logan,,/us/ar/logan,2024-08-26,"20,061",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05085,AR,Lonoke,,/us/ar/lonoke,2024-08-26,"38,297","9,964",354,2,2024-09-23,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,62%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05087,AR,Madison,,/us/ar/madison,2024-09-10,"20,775","1,642",52,1,2023-10-17,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,35%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05089,AR,Marion,,/us/ar/marion,2024-08-26,"12,725",717,24,1,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05091,AR,Miller,,/us/ar/miller,2024-07-02,"26,984",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05093,AR,Mississippi,,/us/ar/mississippi,2024-08-26,"30,674","3,518",63,2,2025-05-13,100%,100%,100%,100%,100%,100%,100%,100%,3%,100%,100%,100%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05095,AR,Monroe,,/us/ar/monroe,2024-08-26,"8,781",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05097,AR,Montgomery,,/us/ar/montgomery,2024-09-10,"11,357",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05099,AR,Nevada,,/us/ar/nevada,2024-09-10,"12,639",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05101,AR,Newton,,/us/ar/newton,2023-10-24,"9,666",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05103,AR,Ouachita,,/us/ar/ouachita,2024-09-10,"16,567",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05105,AR,Perry,,/us/ar/perry,2024-09-10,"10,146",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05107,AR,Phillips,,/us/ar/phillips,2024-09-10,"18,691","8,159",59,1,2024-09-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05109,AR,Pike,,/us/ar/pike,2024-08-26,"11,121",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05111,AR,Poinsett,,/us/ar/poinsett,2024-08-26,"18,400",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05113,AR,Polk,,/us/ar/polk,2024-09-10,"19,474",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05115,AR,Pope,,/us/ar/pope,2024-08-26,"31,922","11,187",394,1,2024-09-23,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,97%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05117,AR,Prairie,,/us/ar/prairie,2024-09-10,"10,025",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05119,AR,Pulaski,,/us/ar/pulaski,2025-02-04,"180,161","144,655","6,885",5,2024-09-23,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,89%,37%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05121,AR,Randolph,,/us/ar/randolph,2024-09-10,"18,036","3,983",70,1,2024-11-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05123,AR,St. Francis,,/us/ar/st-francis,2024-08-26,"17,764",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05125,AR,Saline,,/us/ar/saline,2024-08-26,"78,193","25,059",425,2,2024-10-02,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,93%,89%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05127,AR,Scott,,/us/ar/scott,2024-08-26,"10,756",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05129,AR,Searcy,,/us/ar/searcy,2024-08-26,"11,815",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05131,AR,Sebastian,,/us/ar/sebastian,2024-08-26,"59,602","36,887",971,2,2024-09-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,92%,92%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05133,AR,Sevier,,/us/ar/sevier,2024-09-10,"11,805",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05135,AR,Sharp,,/us/ar/sharp,2024-08-26,"45,806",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05137,AR,Stone,,/us/ar/stone,2024-08-26,"15,142",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05139,AR,Union,,/us/ar/union,2024-09-10,"31,248",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05141,AR,Van Buren,,/us/ar/van-buren,2024-08-26,"32,004",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05143,AR,Washington,,/us/ar/washington,2023-07-06,"108,988","106,958","4,790",13,2025-07-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,86%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05145,AR,White,,/us/ar/white,2024-08-26,"48,579","13,534",262,2,2024-09-20,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,90%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
05147,AR,Woodruff,,/us/ar/woodruff,2024-09-10,"9,187",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
05149,AR,Yell,,/us/ar/yell,2023-07-06,"19,132",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
06001,CA,Alameda,,/us/ca/alameda,2025-07-08,"488,943","487,678","12,160",15,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,81%,100%,93%,57%,63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06003,CA,Alpine,,/us/ca/alpine,2025-09-30,"3,048","3,046",107,1,2025-09-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,86%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06005,CA,Amador,,/us/ca/amador,2024-09-24,"24,381","23,728","1,831",6,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,94%,76%,54%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06007,CA,Butte,,/us/ca/butte,2025-03-18,"95,848","93,217","7,666",7,2025-09-24,100%,100%,100%,100%,100%,100%,100%,100%,36%,100%,100%,94%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06009,CA,Calaveras,,/us/ca/calaveras,2024-10-10,"43,450","41,642","4,506",3,2025-10-02,100%,100%,100%,100%,100%,100%,100%,100%,2%,100%,99%,99%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06011,CA,Colusa,,/us/ca/colusa,2025-11-11,"15,062","15,015","1,202",4,2025-01-08,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,96%,85%,66%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06013,CA,Contra Costa,,/us/ca/contra-costa,2025-04-29,"386,680","386,006","8,761",21,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,45%,100%,98%,83%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06015,CA,Del Norte,,/us/ca/del-norte,2025-10-28,"16,080","16,072",818,2,2025-09-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,90%,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06017,CA,El Dorado,,/us/ca/el-dorado,2025-02-04,"116,775","115,461","6,528",3,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,91%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06019,CA,Fresno,,/us/ca/fresno,2025-02-04,"316,882","313,628","14,708",17,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,85%,100%,98%,95%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06021,CA,Glenn,,/us/ca/glenn,2024-11-19,"16,266","15,794","2,078",4,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,79%,100%,100%,92%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06023,CA,Humboldt,,/us/ca/humboldt,2025-04-01,"72,666","72,110","6,503",9,2025-09-25,100%,100%,100%,100%,100%,100%,100%,100%,11%,100%,99%,95%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06025,CA,Imperial,,/us/ca/imperial,2024-11-19,"86,953","85,690","3,553",7,2025-09-30,100%,100%,100%,100%,100%,100%,100%,100%,40%,100%,90%,86%,69%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06027,CA,Inyo,,/us/ca/inyo,2025-03-18,"17,471","17,468","1,363",2,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,89%,63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06029,CA,Kern,,/us/ca/kern,2025-02-04,"421,518","382,910","21,980",11,2025-10-02,100%,100%,100%,100%,100%,100%,100%,100%,44%,100%,80%,79%,78%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
06031,CA,Kings,,/us/ca/kings,2025-02-19,"51,792","51,083","3,252",6,2025-09-24,100%,100%,100%,100%,100%,100%,100%,100%,54%,100%,100%,98%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
